Index	Input Santa Fe	Target	Training result	Node vc difference
57	2.700000e+01	7.200000e+01	6.891164e+01	3.104895e+00
58	7.200000e+01	1.540000e+02	1.504929e+02	2.179402e+00
59	1.540000e+02	1.180000e+02	1.141071e+02	3.001919e+00
60	1.180000e+02	4.300000e+01	4.403647e+01	3.376772e+00
61	4.300000e+01	2.000000e+01	1.915183e+01	3.494484e+00
62	2.000000e+01	1.500000e+01	1.765776e+01	3.464158e+00
63	1.500000e+01	2.100000e+01	1.898807e+01	3.589967e+00
64	2.100000e+01	4.700000e+01	4.680176e+01	3.356007e+00
65	4.700000e+01	1.280000e+02	1.217986e+02	2.576258e+00
66	1.280000e+02	1.500000e+02	1.509488e+02	2.537807e+00
67	1.500000e+02	6.300000e+01	6.181610e+01	3.360676e+00
68	6.300000e+01	2.400000e+01	2.518311e+01	3.484813e+00
69	2.400000e+01	1.600000e+01	1.706817e+01	3.441572e+00
70	1.600000e+01	1.700000e+01	1.580770e+01	3.573016e+00
71	1.700000e+01	3.300000e+01	3.276957e+01	3.519030e+00
72	3.300000e+01	9.200000e+01	9.046375e+01	2.929143e+00
73	9.200000e+01	1.660000e+02	1.614867e+02	2.143519e+00
74	1.660000e+02	9.500000e+01	9.671374e+01	3.256175e+00
75	9.500000e+01	3.300000e+01	3.170545e+01	3.429083e+00
76	3.300000e+01	1.600000e+01	1.876705e+01	3.482826e+00
77	1.600000e+01	1.400000e+01	1.514693e+01	3.525749e+00
78	1.400000e+01	2.200000e+01	2.283332e+01	3.592708e+00
79	2.200000e+01	5.800000e+01	5.687126e+01	3.255329e+00
80	5.800000e+01	1.490000e+02	1.479667e+02	2.300385e+00
81	1.490000e+02	1.370000e+02	1.341708e+02	2.875243e+00
82	1.370000e+02	5.000000e+01	4.514030e+01	3.408297e+00
83	5.000000e+01	2.000000e+01	1.966982e+01	3.520932e+00
84	2.000000e+01	1.500000e+01	1.319588e+01	3.463892e+00
85	1.500000e+01	1.600000e+01	1.242785e+01	3.604067e+00
86	1.600000e+01	3.500000e+01	3.191610e+01	3.518608e+00
87	3.500000e+01	1.060000e+02	1.017080e+02	2.874372e+00
88	1.060000e+02	1.690000e+02	1.701123e+02	2.253527e+00
89	1.690000e+02	8.200000e+01	8.086325e+01	3.360262e+00
90	8.200000e+01	2.800000e+01	2.916979e+01	3.470891e+00
91	2.800000e+01	1.500000e+01	1.753150e+01	3.477911e+00
92	1.500000e+01	1.400000e+01	1.689557e+01	3.561906e+00
93	1.400000e+01	2.300000e+01	2.621555e+01	3.597928e+00
94	2.300000e+01	6.500000e+01	6.626193e+01	3.208189e+00
95	6.500000e+01	1.600000e+02	1.542934e+02	2.176192e+00
96	1.600000e+02	1.330000e+02	1.275915e+02	3.041562e+00
97	1.330000e+02	4.500000e+01	4.221855e+01	3.432431e+00
98	4.500000e+01	1.800000e+01	2.115710e+01	3.538306e+00
99	1.800000e+01	1.400000e+01	1.091474e+01	3.498965e+00
100	1.400000e+01	1.600000e+01	2.045566e+01	3.631415e+00
101	1.600000e+01	3.600000e+01	3.547307e+01	3.504944e+00
102	3.600000e+01	1.110000e+02	1.090539e+02	2.823520e+00
103	1.110000e+02	1.760000e+02	1.737273e+02	2.297019e+00
104	1.760000e+02	8.000000e+01	8.009430e+01	3.420462e+00
105	8.000000e+01	2.600000e+01	2.677263e+01	3.476818e+00
106	2.600000e+01	1.400000e+01	1.344910e+01	3.483951e+00
107	1.400000e+01	1.300000e+01	1.320034e+01	3.587138e+00
108	1.300000e+01	2.000000e+01	2.283110e+01	3.617987e+00
109	2.000000e+01	6.000000e+01	6.314996e+01	3.269781e+00
110	6.000000e+01	1.630000e+02	1.563081e+02	2.211441e+00
111	1.630000e+02	1.400000e+02	1.386883e+02	3.056884e+00
112	1.400000e+02	4.500000e+01	4.398569e+01	3.458309e+00
113	4.500000e+01	1.800000e+01	1.876295e+01	3.554453e+00
114	1.800000e+01	1.200000e+01	1.327602e+01	3.496196e+00
115	1.200000e+01	1.400000e+01	1.315112e+01	3.684685e+00
116	1.400000e+01	3.000000e+01	3.020298e+01	3.565317e+00
117	3.000000e+01	9.800000e+01	9.463747e+01	2.983454e+00
118	9.800000e+01	1.850000e+02	1.891215e+02	2.157154e+00
119	1.850000e+02	9.300000e+01	9.020832e+01	3.440473e+00
120	9.300000e+01	2.800000e+01	2.693285e+01	3.482039e+00
121	2.800000e+01	1.400000e+01	1.511703e+01	3.523251e+00
122	1.400000e+01	1.200000e+01	1.338050e+01	3.573245e+00
123	1.200000e+01	1.700000e+01	1.688708e+01	3.648614e+00
124	1.700000e+01	4.600000e+01	4.333811e+01	3.389603e+00
125	4.600000e+01	1.450000e+02	1.415395e+02	2.447845e+00
126	1.450000e+02	1.670000e+02	1.599577e+02	2.782880e+00
127	1.670000e+02	5.800000e+01	5.924964e+01	3.490431e+00
128	5.800000e+01	1.900000e+01	1.700484e+01	3.522341e+00
129	1.900000e+01	1.100000e+01	5.442306e+00	3.484916e+00
130	1.100000e+01	1.200000e+01	8.815090e+00	3.698154e+00
131	1.200000e+01	2.100000e+01	2.270819e+01	3.646102e+00
132	2.100000e+01	6.800000e+01	7.571117e+01	3.246084e+00
133	6.800000e+01	1.830000e+02	1.832462e+02	2.090228e+00
134	1.830000e+02	1.320000e+02	1.217993e+02	3.291065e+00
135	1.320000e+02	3.800000e+01	3.715920e+01	3.500530e+00
136	3.800000e+01	1.500000e+01	1.505444e+01	3.582232e+00
137	1.500000e+01	1.100000e+01	1.275290e+01	3.539014e+00
138	1.100000e+01	1.300000e+01	1.406462e+01	3.707291e+00
139	1.300000e+01	2.600000e+01	3.267070e+01	3.560847e+00
140	2.600000e+01	9.300000e+01	9.034971e+01	3.037334e+00
141	9.300000e+01	2.020000e+02	2.039535e+02	2.107951e+00
142	2.020000e+02	1.000000e+02	9.725155e+01	3.522205e+00
143	1.000000e+02	2.700000e+01	2.634610e+01	3.500152e+00
144	2.700000e+01	1.200000e+01	1.332326e+01	3.563229e+00
145	1.200000e+01	1.000000e+01	1.193017e+01	3.605650e+00
146	1.000000e+01	1.300000e+01	1.378945e+01	3.706417e+00
147	1.300000e+01	3.000000e+01	3.158565e+01	3.519855e+00
148	3.000000e+01	1.140000e+02	1.147344e+02	2.815747e+00
149	1.140000e+02	2.060000e+02	2.033072e+02	2.303950e+00
150	2.060000e+02	8.200000e+01	8.207488e+01	3.562761e+00
151	8.200000e+01	2.100000e+01	2.100412e+01	3.517811e+00
152	2.100000e+01	1.100000e+01	7.988300e+00	3.539007e+00
153	1.100000e+01	9.000000e+00	1.334171e+01	3.645515e+00
154	9.000000e+00	1.000000e+01	8.622155e+00	3.731713e+00
155	1.000000e+01	3.000000e+01	2.514146e+01	3.576618e+00
156	3.000000e+01	1.200000e+02	1.191792e+02	2.757770e+00
157	1.200000e+02	2.150000e+02	2.131164e+02	2.344722e+00
158	2.150000e+02	7.700000e+01	7.735320e+01	3.613177e+00
159	7.700000e+01	2.000000e+01	1.537765e+01	3.516791e+00
160	2.000000e+01	1.000000e+01	1.252177e+01	3.509948e+00
161	1.000000e+01	8.000000e+00	1.119371e+01	3.656889e+00
162	8.000000e+00	9.000000e+00	5.806681e+00	3.749736e+00
163	9.000000e+00	2.100000e+01	2.053006e+01	3.602530e+00
164	2.100000e+01	9.500000e+01	8.925265e+01	2.956244e+00
165	9.500000e+01	2.340000e+02	2.371139e+02	2.020910e+00
166	2.340000e+02	9.900000e+01	9.752267e+01	3.525050e+00
167	9.900000e+01	2.200000e+01	1.458600e+01	3.544513e+00
168	2.200000e+01	9.000000e+00	8.940670e+00	3.579072e+00
169	9.000000e+00	8.000000e+00	7.330374e+00	3.662321e+00
170	8.000000e+00	7.000000e+00	6.138052e+00	3.755164e+00
171	7.000000e+00	9.000000e+00	6.187496e+00	3.693987e+00
172	9.000000e+00	3.500000e+01	4.410738e+01	3.389143e+00
173	3.500000e+01	1.760000e+02	1.471743e+02	2.465231e+00
174	1.760000e+02	2.150000e+02	2.207029e+02	2.785777e+00
175	2.150000e+02	4.600000e+01	5.069547e+01	3.823138e+00
176	4.600000e+01	1.100000e+01	1.371053e+01	3.640539e+00
177	1.100000e+01	7.000000e+00	1.191627e+01	3.560567e+00
178	7.000000e+00	5.000000e+00	6.098750e+00	3.786835e+00
179	5.000000e+00	4.000000e+00	6.691258e+00	3.817274e+00
180	4.000000e+00	3.000000e+00	-1.739903e+00	3.756071e+00
181	3.000000e+00	4.000000e+00	2.144862e+01	3.423260e+00
182	4.000000e+00	1.900000e+01	4.119902e+01	3.247326e+00
183	1.900000e+01	1.050000e+02	9.091894e+01	2.796937e+00
184	1.050000e+02	1.250000e+02	1.399962e+02	0.000000e+00
185	1.250000e+02	5.500000e+01	6.734995e+01	2.580961e+00
186	5.500000e+01	3.000000e+01	1.984502e+01	3.297530e+00
187	3.000000e+01	2.800000e+01	2.399487e+01	3.309728e+00
188	2.800000e+01	4.100000e+01	3.810227e+01	3.275794e+00
189	4.100000e+01	7.100000e+01	7.098531e+01	2.940546e+00
190	7.100000e+01	9.800000e+01	9.486468e+01	2.315219e+00
191	9.800000e+01	7.900000e+01	7.049055e+01	2.440458e+00
192	7.900000e+01	4.900000e+01	3.741595e+01	3.059375e+00
193	4.900000e+01	3.400000e+01	4.061591e+01	3.195946e+00
194	3.400000e+01	3.300000e+01	4.222166e+01	3.128068e+00
195	3.300000e+01	4.700000e+01	4.257021e+01	3.020502e+00
196	4.700000e+01	7.500000e+01	8.325987e+01	2.721117e+00
197	7.500000e+01	9.500000e+01	9.749271e+01	2.266676e+00
198	9.500000e+01	7.600000e+01	8.208983e+01	2.496647e+00
199	7.600000e+01	4.800000e+01	4.925731e+01	3.012855e+00
200	4.800000e+01	3.400000e+01	3.457574e+01	3.134427e+00
201	3.400000e+01	3.500000e+01	3.956067e+01	3.109578e+00
202	3.500000e+01	4.900000e+01	5.015261e+01	2.999247e+00
203	4.900000e+01	7.800000e+01	8.051566e+01	2.644894e+00
204	7.800000e+01	9.600000e+01	9.604386e+01	2.241308e+00
205	9.600000e+01	7.500000e+01	7.993189e+01	2.557816e+00
206	7.500000e+01	4.700000e+01	4.773779e+01	3.036412e+00
207	4.700000e+01	3.400000e+01	3.898459e+01	3.127745e+00
208	3.400000e+01	3.400000e+01	3.389940e+01	3.114234e+00
209	3.400000e+01	4.900000e+01	4.980638e+01	3.017345e+00
210	4.900000e+01	8.100000e+01	8.037965e+01	2.628370e+00
211	8.100000e+01	9.900000e+01	1.003288e+02	2.225124e+00
212	9.900000e+01	7.600000e+01	7.557232e+01	2.595581e+00
213	7.600000e+01	4.600000e+01	4.615512e+01	3.056101e+00
214	4.600000e+01	3.200000e+01	3.502672e+01	3.159047e+00
215	3.200000e+01	3.300000e+01	3.204138e+01	3.151249e+00
216	3.300000e+01	4.900000e+01	4.669080e+01	3.031422e+00
217	4.900000e+01	8.300000e+01	8.233170e+01	2.625837e+00
218	8.300000e+01	1.010000e+02	1.057143e+02	2.216962e+00
219	1.010000e+02	7.400000e+01	7.575685e+01	2.647392e+00
220	7.400000e+01	4.400000e+01	4.122713e+01	3.107224e+00
221	4.400000e+01	3.200000e+01	3.162615e+01	3.178415e+00
222	3.200000e+01	3.300000e+01	3.290120e+01	3.145902e+00
223	3.300000e+01	5.000000e+01	5.122353e+01	3.044045e+00
224	5.000000e+01	8.500000e+01	8.415583e+01	2.596447e+00
225	8.500000e+01	1.030000e+02	1.049022e+02	2.208602e+00
226	1.030000e+02	7.300000e+01	7.984399e+01	2.681446e+00
227	7.300000e+01	4.300000e+01	4.040577e+01	3.138653e+00
228	4.300000e+01	3.000000e+01	3.362234e+01	3.190240e+00
229	3.000000e+01	3.100000e+01	3.391414e+01	3.196444e+00
230	3.100000e+01	4.900000e+01	5.159102e+01	3.094069e+00
231	4.900000e+01	8.500000e+01	8.507208e+01	2.603087e+00
232	8.500000e+01	1.060000e+02	1.106548e+02	2.198399e+00
233	1.060000e+02	7.400000e+01	7.898932e+01	2.694148e+00
234	7.400000e+01	4.300000e+01	4.096194e+01	3.173745e+00
235	4.300000e+01	3.100000e+01	3.127898e+01	3.205582e+00
236	3.100000e+01	3.100000e+01	3.185643e+01	3.176402e+00
237	3.100000e+01	4.900000e+01	4.498990e+01	3.105185e+00
238	4.900000e+01	8.700000e+01	8.755928e+01	2.616293e+00
239	8.700000e+01	1.090000e+02	1.102301e+02	2.191925e+00
240	1.090000e+02	7.600000e+01	8.073253e+01	2.731278e+00
241	7.600000e+01	4.100000e+01	4.067547e+01	3.182524e+00
242	4.100000e+01	2.900000e+01	3.099184e+01	3.256702e+00
243	2.900000e+01	3.000000e+01	3.065285e+01	3.228393e+00
244	3.000000e+01	4.700000e+01	4.779447e+01	3.128941e+00
245	4.700000e+01	8.700000e+01	8.565625e+01	2.643580e+00
246	8.700000e+01	1.100000e+02	1.096662e+02	2.193999e+00
247	1.100000e+02	7.600000e+01	8.012466e+01	2.740974e+00
248	7.600000e+01	4.100000e+01	4.107477e+01	3.200355e+00
249	4.100000e+01	2.800000e+01	2.999786e+01	3.254260e+00
250	2.800000e+01	3.000000e+01	2.821893e+01	3.251742e+00
251	3.000000e+01	4.700000e+01	4.860264e+01	3.131188e+00
252	4.700000e+01	8.800000e+01	8.023528e+01	2.653883e+00
253	8.800000e+01	1.140000e+02	1.170294e+02	2.191217e+00
254	1.140000e+02	7.900000e+01	7.988511e+01	2.762864e+00
255	7.900000e+01	4.100000e+01	3.822153e+01	3.216300e+00
256	4.100000e+01	2.800000e+01	3.048655e+01	3.278883e+00
257	2.800000e+01	2.800000e+01	3.245866e+01	3.259713e+00
258	2.800000e+01	4.500000e+01	4.042868e+01	3.188978e+00
259	4.500000e+01	8.600000e+01	8.336966e+01	2.693489e+00
260	8.600000e+01	1.170000e+02	1.194707e+02	2.197151e+00
261	1.170000e+02	8.200000e+01	8.375487e+01	2.752362e+00
262	8.200000e+01	4.200000e+01	4.325567e+01	3.227340e+00
263	4.200000e+01	2.600000e+01	2.731838e+01	3.287793e+00
264	2.600000e+01	2.600000e+01	2.911205e+01	3.307945e+00
265	2.600000e+01	4.300000e+01	4.415122e+01	3.236950e+00
266	4.300000e+01	8.400000e+01	8.683644e+01	2.742717e+00
267	8.400000e+01	1.190000e+02	1.171862e+02	2.190516e+00
268	1.190000e+02	8.500000e+01	8.749521e+01	2.727756e+00
269	8.500000e+01	4.200000e+01	4.496020e+01	3.231787e+00
270	4.200000e+01	2.600000e+01	2.619268e+01	3.326198e+00
271	2.600000e+01	2.500000e+01	2.701724e+01	3.315274e+00
272	2.500000e+01	3.900000e+01	3.853765e+01	3.274096e+00
273	3.900000e+01	8.000000e+01	8.341475e+01	2.839052e+00
274	8.000000e+01	1.210000e+02	1.190836e+02	2.200531e+00
275	1.210000e+02	9.000000e+01	9.093780e+01	2.685804e+00
276	9.000000e+01	4.300000e+01	4.320710e+01	3.231763e+00
277	4.300000e+01	2.600000e+01	2.657694e+01	3.348114e+00
278	2.600000e+01	2.400000e+01	2.526058e+01	3.329689e+00
279	2.400000e+01	3.600000e+01	3.401798e+01	3.298683e+00
280	3.600000e+01	7.600000e+01	7.645050e+01	2.922223e+00
281	7.600000e+01	1.230000e+02	1.237896e+02	2.219681e+00
282	1.230000e+02	9.600000e+01	1.004185e+02	2.644215e+00
283	9.600000e+01	4.600000e+01	4.821380e+01	3.227499e+00
284	4.600000e+01	2.600000e+01	2.362869e+01	3.357884e+00
285	2.600000e+01	2.300000e+01	2.234811e+01	3.341968e+00
286	2.300000e+01	3.500000e+01	3.469720e+01	3.332859e+00
287	3.500000e+01	7.200000e+01	7.221354e+01	2.977609e+00
288	7.200000e+01	1.230000e+02	1.214384e+02	2.260959e+00
289	1.230000e+02	1.020000e+02	1.012725e+02	2.616358e+00
290	1.020000e+02	5.000000e+01	4.854847e+01	3.217663e+00
291	5.000000e+01	2.700000e+01	2.610013e+01	3.360047e+00
292	2.700000e+01	2.200000e+01	2.494317e+01	3.331461e+00
293	2.200000e+01	3.100000e+01	2.641501e+01	3.371042e+00
294	3.100000e+01	6.400000e+01	6.460620e+01	3.080653e+00
295	6.400000e+01	1.210000e+02	1.172887e+02	2.331061e+00
296	1.210000e+02	1.100000e+02	1.145168e+02	2.491799e+00
297	1.100000e+02	5.300000e+01	5.474193e+01	3.191855e+00
298	5.300000e+01	2.700000e+01	2.944002e+01	3.389984e+00
299	2.700000e+01	2.100000e+01	2.078105e+01	3.357615e+00
300	2.100000e+01	2.800000e+01	2.822765e+01	3.400420e+00
301	2.800000e+01	5.700000e+01	5.635026e+01	3.188823e+00
302	5.700000e+01	1.170000e+02	1.159673e+02	2.432415e+00
303	1.170000e+02	1.200000e+02	1.178470e+02	2.414356e+00
304	1.200000e+02	5.900000e+01	6.300963e+01	3.184204e+00
305	5.900000e+01	2.800000e+01	2.848894e+01	3.399850e+00
306	2.800000e+01	2.000000e+01	1.776143e+01	3.367707e+00
307	2.000000e+01	2.500000e+01	2.200163e+01	3.438196e+00
308	2.500000e+01	4.900000e+01	5.360518e+01	3.271899e+00
309	4.900000e+01	1.090000e+02	1.103151e+02	2.575213e+00
310	1.090000e+02	1.280000e+02	1.329677e+02	2.287170e+00
311	1.280000e+02	6.800000e+01	7.096428e+01	3.115544e+00
312	6.800000e+01	3.100000e+01	3.457783e+01	3.383670e+00
313	3.100000e+01	2.000000e+01	1.972181e+01	3.367773e+00
314	2.000000e+01	2.300000e+01	1.806110e+01	3.442511e+00
315	2.300000e+01	4.300000e+01	4.558892e+01	3.342997e+00
316	4.300000e+01	9.800000e+01	9.949883e+01	2.702328e+00
317	9.800000e+01	1.350000e+02	1.366767e+02	2.189605e+00
318	1.350000e+02	7.700000e+01	8.148198e+01	3.045553e+00
319	7.700000e+01	3.400000e+01	3.495561e+01	3.370579e+00
320	3.400000e+01	2.200000e+01	2.114197e+01	3.380604e+00
321	2.200000e+01	2.200000e+01	2.628838e+01	3.395372e+00
322	2.200000e+01	3.600000e+01	4.064453e+01	3.370517e+00
323	3.600000e+01	8.600000e+01	8.680683e+01	2.870438e+00
324	8.600000e+01	1.390000e+02	1.325716e+02	2.155754e+00
325	1.390000e+02	9.100000e+01	9.505439e+01	2.935163e+00
326	9.100000e+01	3.800000e+01	4.015689e+01	3.342100e+00
327	3.800000e+01	2.100000e+01	2.264596e+01	3.412693e+00
328	2.100000e+01	1.900000e+01	2.444539e+01	3.428220e+00
329	1.900000e+01	3.000000e+01	3.093738e+01	3.453506e+00
330	3.000000e+01	7.300000e+01	7.274040e+01	3.063057e+00
331	7.300000e+01	1.370000e+02	1.402104e+02	2.223000e+00
332	1.370000e+02	1.070000e+02	1.112652e+02	2.780981e+00
333	1.070000e+02	4.400000e+01	4.431790e+01	3.299213e+00
334	4.400000e+01	2.300000e+01	2.160508e+01	3.450955e+00
335	2.300000e+01	1.900000e+01	1.625604e+01	3.405996e+00
336	1.900000e+01	2.600000e+01	3.185237e+01	3.457214e+00
337	2.600000e+01	5.900000e+01	5.676459e+01	3.218164e+00
338	5.900000e+01	1.290000e+02	1.239749e+02	2.391642e+00
339	1.290000e+02	1.250000e+02	1.238041e+02	2.573048e+00
340	1.250000e+02	5.500000e+01	5.576147e+01	3.278551e+00
341	5.500000e+01	2.400000e+01	2.424825e+01	3.446107e+00
342	2.400000e+01	1.800000e+01	1.632299e+01	3.419944e+00
343	1.800000e+01	2.200000e+01	2.089835e+01	3.507440e+00
344	2.200000e+01	4.700000e+01	4.622464e+01	3.359480e+00
345	4.700000e+01	1.140000e+02	1.188984e+02	2.618707e+00
346	1.140000e+02	1.400000e+02	1.393550e+02	2.337036e+00
347	1.400000e+02	6.800000e+01	6.315369e+01	3.215939e+00
348	6.800000e+01	2.800000e+01	2.761636e+01	3.431798e+00
349	2.800000e+01	1.800000e+01	1.593520e+01	3.418515e+00
350	1.800000e+01	1.900000e+01	1.902248e+01	3.508712e+00
351	1.900000e+01	3.600000e+01	3.907306e+01	3.455724e+00
352	3.600000e+01	9.300000e+01	9.450539e+01	2.852494e+00
353	9.300000e+01	1.500000e+02	1.506856e+02	2.163166e+00
354	1.500000e+02	8.800000e+01	8.827499e+01	3.108786e+00
355	8.800000e+01	3.400000e+01	3.321189e+01	3.394224e+00
356	3.400000e+01	1.900000e+01	1.833227e+01	3.437563e+00
357	1.900000e+01	1.800000e+01	1.714651e+01	3.471414e+00
358	1.800000e+01	2.800000e+01	3.064396e+01	3.479046e+00
359	2.800000e+01	7.200000e+01	7.038377e+01	3.089058e+00
360	7.200000e+01	1.470000e+02	1.452794e+02	2.190952e+00
361	1.470000e+02	1.120000e+02	1.134075e+02	2.909225e+00
362	1.120000e+02	4.300000e+01	4.157970e+01	3.350137e+00
363	4.300000e+01	2.000000e+01	1.698022e+01	3.480759e+00
364	2.000000e+01	1.600000e+01	1.366606e+01	3.459393e+00
365	1.600000e+01	2.300000e+01	1.861484e+01	3.555381e+00
366	2.300000e+01	5.300000e+01	5.302984e+01	3.300578e+00
367	5.300000e+01	1.310000e+02	1.270635e+02	2.477124e+00
368	1.310000e+02	1.370000e+02	1.339547e+02	2.586445e+00
369	1.370000e+02	5.800000e+01	5.302609e+01	3.318122e+00
370	5.800000e+01	2.400000e+01	2.276722e+01	3.464329e+00
371	2.400000e+01	1.600000e+01	1.846580e+01	3.430613e+00
372	1.600000e+01	1.900000e+01	1.536595e+01	3.565993e+00
373	1.900000e+01	3.800000e+01	3.895906e+01	3.457053e+00
374	3.800000e+01	1.040000e+02	1.050263e+02	2.809133e+00
375	1.040000e+02	1.560000e+02	1.564433e+02	2.236651e+00
376	1.560000e+02	8.000000e+01	8.205609e+01	3.243355e+00
377	8.000000e+01	3.000000e+01	3.181115e+01	3.441614e+00
378	3.000000e+01	1.700000e+01	1.944103e+01	3.445107e+00
379	1.700000e+01	1.600000e+01	1.746374e+01	3.525091e+00
380	1.600000e+01	2.800000e+01	2.733317e+01	3.538739e+00
381	2.800000e+01	7.500000e+01	7.912207e+01	3.072068e+00
382	7.500000e+01	1.560000e+02	1.541320e+02	2.147124e+00
383	1.560000e+02	1.120000e+02	1.142716e+02	3.032375e+00
384	1.120000e+02	4.000000e+01	3.783180e+01	3.377725e+00
385	4.000000e+01	1.800000e+01	1.594873e+01	3.493438e+00
386	1.800000e+01	1.500000e+01	1.415011e+01	3.494942e+00
387	1.500000e+01	2.100000e+01	2.071074e+01	3.589352e+00
388	2.100000e+01	5.100000e+01	4.556108e+01	3.345592e+00
389	5.100000e+01	1.320000e+02	1.322465e+02	2.494349e+00
390	1.320000e+02	1.450000e+02	1.461257e+02	2.615713e+00
391	1.450000e+02	5.900000e+01	5.915127e+01	3.373151e+00
392	5.900000e+01	2.200000e+01	2.374016e+01	3.480635e+00
393	2.200000e+01	1.500000e+01	1.303917e+01	3.455925e+00
394	1.500000e+01	1.700000e+01	1.741556e+01	3.592292e+00
395	1.700000e+01	3.200000e+01	3.572144e+01	3.510938e+00
396	3.200000e+01	9.600000e+01	9.696931e+01	2.956687e+00
397	9.600000e+01	1.640000e+02	1.652788e+02	2.170417e+00
398	1.640000e+02	8.900000e+01	8.847326e+01	3.251369e+00
399	8.900000e+01	3.000000e+01	2.996958e+01	3.434615e+00
400	3.000000e+01	1.600000e+01	1.334674e+01	3.494955e+00
401	1.600000e+01	1.400000e+01	1.711517e+01	3.539782e+00
402	1.400000e+01	2.400000e+01	2.833021e+01	3.584307e+00
403	2.400000e+01	6.200000e+01	6.789802e+01	3.200237e+00
404	6.200000e+01	1.530000e+02	1.440470e+02	2.239177e+00
405	1.530000e+02	1.300000e+02	1.282605e+02	2.951017e+00
406	1.300000e+02	4.600000e+01	4.867408e+01	3.397067e+00
407	4.600000e+01	1.900000e+01	1.857730e+01	3.526246e+00
408	1.900000e+01	1.300000e+01	1.495130e+01	3.479475e+00
409	1.300000e+01	1.700000e+01	1.048212e+01	3.654989e+00
