Index	Input data	Target	Training result	Node vc difference
195	7.577571e-01	6.905400e-01	7.466621e-01	3.286122e+00
196	-5.462434e-01	-9.895913e-01	-9.145642e-01	1.112594e+01
197	8.151324e-01	5.497600e-01	5.091180e-01	9.914444e-01
198	-3.178221e-01	-8.403677e-01	-7.981079e-01	9.605084e+00
199	-7.170542e-01	-7.770985e-01	-7.412344e-01	1.169931e+01
200	7.117948e-01	7.873858e-01	7.884409e-01	5.127099e-01
201	5.035219e-01	9.999473e-01	9.847921e-01	3.287633e+00
202	8.065473e-01	5.720754e-01	5.166331e-01	2.726784e+00
203	9.062636e-01	2.916247e-01	3.229644e-01	3.160981e+00
204	6.176317e-01	9.328445e-01	9.626329e-01	3.289120e+00
205	-9.502859e-01	-1.570421e-01	-1.532577e-01	1.274643e+01
206	-9.122383e-03	-2.864037e-02	-1.246929e-01	5.990298e+00
207	-2.154627e-01	-6.261088e-01	-5.884279e-01	8.334553e+00
208	6.325873e-01	9.149034e-01	9.289900e-01	1.131758e+00
209	2.993960e-01	8.076190e-01	7.197144e-01	4.291586e+00
210	6.847095e-01	8.369055e-01	8.634892e-01	2.312309e+00
211	-5.420789e-01	-9.913884e-01	-9.078423e-01	1.118005e+01
212	7.979840e-01	5.939202e-01	5.264760e-01	9.528900e-01
213	-9.756099e-01	-7.809786e-02	-8.819464e-02	1.284269e+01
214	1.706914e-01	5.106761e-01	4.479839e-01	4.324858e+00
215	3.656220e-01	9.119670e-01	8.838229e-01	3.185922e+00
216	4.508421e-01	9.879880e-01	9.159611e-01	3.050058e+00
217	-7.917489e-01	-6.095565e-01	-6.582745e-01	1.238144e+01
218	-3.615989e-01	-9.067116e-01	-9.115396e-01	9.178027e+00
219	-6.006313e-01	-9.507387e-01	-8.893281e-01	1.105083e+01
220	6.593847e-01	8.777399e-01	9.284594e-01	6.009396e-01
221	-8.243344e-01	-5.253978e-01	-5.882995e-01	1.253560e+01
222	-1.541797e-01	-4.654335e-01	-3.657462e-01	7.345711e+00
223	-5.909171e-01	-9.597507e-01	-9.176666e-01	1.111004e+01
224	-4.078974e-01	-9.582443e-01	-9.274384e-01	9.639138e+00
225	6.000777e-01	9.512762e-01	9.811151e-01	8.577541e-01
226	7.927330e-01	6.071039e-01	6.845069e-01	2.742385e+00
227	1.954625e-01	5.759388e-01	5.977596e-01	5.248950e+00
228	8.124373e-01	5.568093e-01	5.113773e-01	2.086086e+00
229	-4.945227e-01	-9.998381e-01	-9.236492e-01	1.091433e+01
230	5.226142e-01	9.975361e-01	1.053962e+00	1.664639e+00
231	-1.149923e-01	-3.532810e-01	-4.071077e-01	7.739906e+00
232	6.042762e-01	9.471287e-01	9.566728e-01	1.574762e+00
233	-2.890848e-01	-7.881062e-01	-7.929196e-01	9.311166e+00
234	6.492171e-01	8.925872e-01	9.611170e-01	1.238362e+00
235	9.660253e-01	1.080618e-01	1.264328e-01	2.905891e+00
236	-5.977259e-01	-9.535272e-01	-7.915783e-01	1.146645e+01
237	7.669603e-01	6.693528e-01	6.195102e-01	9.917141e-01
238	-9.000035e-01	-3.103694e-01	-3.598822e-01	1.274140e+01
239	-6.896065e-01	-8.283905e-01	-9.799222e-01	1.129015e+01
240	1.732960e-01	5.176906e-01	5.814795e-01	4.255861e+00
241	-9.518227e-01	-1.522747e-01	-3.371970e-02	1.280312e+01
242	-1.714396e-01	-5.126946e-01	-5.284590e-01	7.516260e+00
243	-6.756089e-01	-8.522025e-01	-8.735614e-01	1.159458e+01
244	6.386497e-01	9.070538e-01	9.311867e-01	8.074346e-01
245	-5.145119e-01	-9.989979e-01	-9.733927e-01	1.101085e+01
246	7.784015e-01	6.422361e-01	7.283028e-01	9.595322e-01
247	4.883292e-01	9.992991e-01	1.052307e+00	3.472751e+00
248	8.954817e-02	2.774907e-01	2.448792e-01	5.842474e+00
249	-9.737518e-01	-8.391306e-02	3.006320e-02	1.268578e+01
250	-4.252612e-01	-9.724034e-01	-1.160925e+00	9.705538e+00
251	7.811302e-01	6.356450e-01	6.319027e-01	1.998578e-01
252	-1.861473e-01	-5.517846e-01	-5.277301e-01	8.484640e+00
253	-8.931009e-01	-3.308989e-01	-3.357526e-01	1.233600e+01
254	5.190703e-01	9.982550e-01	8.877669e-01	1.480554e+00
255	-1.799258e-01	-5.353878e-01	-5.022022e-01	8.332170e+00
256	-9.842597e-01	-5.099522e-02	-4.631778e-02	1.255275e+01
257	1.475885e-01	4.470172e-01	2.606307e-01	4.493751e+00
258	8.429701e-01	4.747381e-01	4.499785e-01	1.652732e+00
259	2.539026e-01	7.154405e-01	7.231230e-01	4.872744e+00
260	-5.335115e-02	-1.667402e-01	-1.923207e-01	6.907565e+00
261	-4.561591e-01	-9.904302e-01	-9.569720e-01	1.028527e+01
262	-1.727503e-01	-5.162239e-01	-5.504886e-01	7.636941e+00
263	8.384865e-01	4.870816e-01	4.590628e-01	8.682762e-01
264	2.918516e-01	7.934240e-01	8.532149e-01	4.604187e+00
265	1.046221e-01	3.226364e-01	2.414153e-01	5.514877e+00
266	-7.289258e-01	-7.531028e-01	-7.320581e-01	1.201215e+01
267	-3.831722e-01	-9.331797e-01	-9.729041e-01	9.394963e+00
268	6.478716e-01	8.944840e-01	9.609436e-01	6.140369e-01
269	-5.342701e-01	-9.943010e-01	-1.014006e+00	1.115369e+01
270	-4.897104e-01	-9.994521e-01	-9.522243e-01	1.020230e+01
271	-7.140145e-01	-7.830702e-01	-8.668226e-01	1.159137e+01
272	-9.719458e-01	-8.956280e-02	-9.321764e-02	1.229121e+01
273	1.122782e-01	3.452955e-01	2.459366e-01	4.815815e+00
274	3.619415e-01	9.071648e-01	8.310522e-01	3.150026e+00
275	-2.046486e-02	-6.421546e-02	-1.050592e-01	6.744783e+00
276	-5.691914e-01	-9.766629e-01	-9.077852e-01	1.106313e+01
277	-8.491631e-01	-4.575346e-01	-5.425390e-01	1.212040e+01
278	9.831288e-01	5.454118e-02	6.932327e-02	9.097483e-01
279	-1.989900e-01	-5.849583e-01	-5.155832e-01	8.624895e+00
280	-9.915722e-01	-2.805225e-02	4.179365e-02	1.246270e+01
281	6.311860e-01	9.166707e-01	8.470703e-01	9.374924e-01
282	-3.283702e-01	-8.578558e-01	-8.365484e-01	9.640777e+00
283	-4.704564e-01	-9.956261e-01	-9.159797e-01	1.018326e+01
284	-8.225418e-01	-5.301788e-01	-5.799376e-01	1.207318e+01
285	1.911591e-01	5.648402e-01	5.818603e-01	4.093410e+00
286	-6.098732e-01	-9.413439e-01	-9.513276e-01	1.148481e+01
287	5.594875e-01	9.827529e-01	9.966273e-01	1.307215e+00
288	-9.380506e-01	-1.948592e-01	-1.340532e-01	1.279306e+01
289	-4.718575e-01	-9.960275e-01	-1.046917e+00	9.959816e+00
290	1.758701e-02	5.519515e-02	1.323151e-01	5.776935e+00
291	7.850614e-01	6.260677e-01	6.203714e-01	1.318463e+00
292	-2.191705e-01	-6.351442e-01	-6.232966e-01	8.771206e+00
293	-3.951035e-01	-9.459868e-01	-8.660561e-01	9.638627e+00
294	-3.023303e-01	-8.130182e-01	-7.050927e-01	8.836734e+00
295	3.460171e-01	8.849999e-01	8.443302e-01	2.772604e+00
296	-2.904498e-01	-7.907373e-01	-8.394018e-01	9.212201e+00
297	7.682520e-02	2.388983e-01	3.165108e-01	5.307447e+00
298	3.896243e-01	9.402692e-01	8.011536e-01	2.829687e+00
299	-7.085871e-01	-7.935549e-01	-8.118515e-01	1.206174e+01
300	-9.317563e-02	-2.884154e-01	-2.364217e-01	6.797069e+00
301	-3.346207e-01	-8.677758e-01	-9.253973e-01	9.264396e+00
302	-7.540123e-01	-6.989970e-01	-6.700198e-01	1.188936e+01
303	-6.566590e-01	-8.818086e-01	-8.997581e-01	1.121134e+01
304	-3.582943e-01	-9.022866e-01	-8.740736e-01	9.153900e+00
305	-1.436691e-02	-4.509679e-02	8.703707e-03	6.153799e+00
306	3.698158e-01	9.172902e-01	8.979735e-01	2.888228e+00
307	-7.676109e-02	-2.387028e-01	-3.157416e-01	7.271403e+00
308	-7.217408e-01	-7.677528e-01	-7.886863e-01	1.184957e+01
309	-3.071947e-01	-8.218162e-01	-7.760495e-01	8.759508e+00
310	-4.751721e-01	-9.969004e-01	-8.902120e-01	1.023561e+01
311	2.304801e-01	6.621674e-01	7.692651e-01	3.784573e+00
312	2.692447e-01	7.482554e-01	7.060023e-01	4.011509e+00
313	-9.963415e-01	-1.308004e-02	2.598053e-02	1.280260e+01
314	7.740555e-01	6.526359e-01	5.704168e-01	8.498931e-01
315	-8.931293e-01	-3.308145e-01	-4.121657e-01	1.266183e+01
316	1.365571e-01	4.157701e-01	3.987138e-01	4.656040e+00
317	5.132861e-01	9.991628e-01	9.444516e-01	2.201956e+00
318	-1.028789e-01	-3.174504e-01	-3.679142e-01	7.613455e+00
319	9.015039e-02	2.793069e-01	3.306768e-01	5.290785e+00
320	8.889607e-01	3.431382e-01	3.168224e-01	1.677534e+00
321	5.236955e-01	9.972922e-01	1.090919e+00	3.538345e+00
322	-7.772138e-01	-6.450901e-01	-6.700990e-01	1.221779e+01
323	1.809838e-01	5.381910e-01	4.890031e-01	4.228926e+00
324	1.532983e-01	4.629821e-01	3.893284e-01	4.954616e+00
325	-2.376797e-02	-7.456217e-02	-1.191539e-01	6.607173e+00
326	6.423639e-01	9.020821e-01	9.132921e-01	1.448417e+00
327	5.105710e-01	9.994753e-01	9.443206e-01	3.255367e+00
328	-6.477700e-01	-8.946266e-01	-9.412749e-01	1.168957e+01
329	-5.636165e-01	-9.802728e-01	-9.978685e-01	1.067096e+01
330	-2.471437e-01	-7.004525e-01	-6.501786e-01	8.257736e+00
331	3.919206e-02	1.227527e-01	1.497329e-01	5.694709e+00
332	-5.202989e-01	-9.980198e-01	-1.052139e+00	1.085065e+01
333	4.421552e-01	9.834059e-01	1.065309e+00	1.980082e+00
334	-6.637806e-02	-2.069213e-01	-1.996677e-01	7.241512e+00
335	7.528992e-01	7.014921e-01	7.495188e-01	1.438649e+00
336	4.351515e-01	9.791788e-01	9.857240e-01	3.709344e+00
337	-7.075501e-01	-7.955321e-01	-7.924327e-01	1.193683e+01
338	7.891872e-01	6.159135e-01	6.129998e-01	7.806885e-01
339	-7.999820e-01	-5.888613e-01	-6.278803e-01	1.244838e+01
340	-4.849304e-01	-9.988427e-01	-9.478171e-01	1.006735e+01
341	8.127698e-02	2.524483e-01	2.656055e-01	5.168136e+00
342	-8.585796e-01	-4.310469e-01	-3.687316e-01	1.256397e+01
343	9.838264e-01	5.235391e-02	9.874416e-02	1.000882e+00
344	3.470880e-01	8.865605e-01	9.792169e-01	4.333252e+00
345	7.106267e-01	7.896417e-01	7.674808e-01	2.425053e+00
346	1.552685e-01	4.684567e-01	4.037766e-01	5.471741e+00
347	-4.953164e-01	-9.998798e-01	-1.059675e+00	1.064870e+01
348	-9.716605e-01	-9.045497e-02	-8.238790e-02	1.246868e+01
349	-3.975881e-01	-9.484873e-01	-9.300938e-01	9.464214e+00
350	1.910239e-01	5.644898e-01	5.326995e-01	4.163714e+00
351	-4.048693e-01	-9.554821e-01	-9.788967e-01	1.008073e+01
352	4.479692e-01	9.865538e-01	1.035145e+00	2.007037e+00
353	-5.529207e-01	-9.863567e-01	-1.108058e+00	1.124107e+01
354	6.389796e-01	9.066172e-01	9.247301e-01	1.065541e+00
355	5.859402e-01	9.640223e-01	9.525185e-01	2.991412e+00
356	4.825628e-02	1.509456e-01	3.385355e-02	6.284335e+00
357	-3.839559e-01	-9.340614e-01	-9.171460e-01	9.730385e+00
358	5.135381e-01	9.991301e-01	9.518109e-01	1.494751e+00
359	1.030188e-01	3.178671e-01	2.363664e-01	5.747751e+00
360	9.629715e-02	2.977864e-01	2.390531e-01	5.414583e+00
361	-7.984213e-01	-5.928149e-01	-6.207176e-01	1.231822e+01
362	-6.608031e-01	-8.755973e-01	-9.775416e-01	1.124680e+01
363	-1.015448e-01	-3.134753e-01	-2.530485e-01	6.869247e+00
364	5.485813e-01	9.885082e-01	1.030271e+00	1.574907e+00
365	-4.229324e-01	-9.706713e-01	-1.041198e+00	1.035502e+01
366	-9.384615e-01	-1.935934e-01	-2.461163e-01	1.231920e+01
367	8.953653e-01	3.241809e-01	3.169019e-01	8.336815e-01
368	3.733908e-01	9.217026e-01	1.030027e+00	4.134204e+00
369	-8.845721e-01	-3.560488e-01	-2.963994e-01	1.251044e+01
370	7.933545e-01	6.055522e-01	6.736523e-01	7.843366e-01
371	9.989886e-01	4.768414e-03	9.241643e-02	3.010848e+00
372	-8.019574e-01	-5.838366e-01	-5.295755e-01	1.235783e+01
373	-1.556352e-02	-4.885001e-02	-5.283165e-03	6.072292e+00
374	-7.641355e-01	-6.759161e-01	-6.267686e-01	1.217012e+01
375	1.358369e-01	4.137122e-01	4.247981e-01	4.609978e+00
376	8.135258e-02	2.526780e-01	2.106200e-01	5.581526e+00
377	-6.735355e-01	-8.555908e-01	-7.825661e-01	1.178594e+01
378	-2.323960e-01	-6.666636e-01	-5.776744e-01	8.104951e+00
379	-6.215356e-01	-9.283582e-01	-8.654534e-01	1.125620e+01
380	4.699228e-01	9.954682e-01	1.067568e+00	1.800904e+00
381	1.111342e-01	3.419221e-01	3.360670e-01	5.659171e+00
382	-2.736083e-01	-7.572747e-01	-7.229347e-01	8.854398e+00
383	-6.819305e-01	-8.416498e-01	-8.503247e-01	1.157617e+01
384	2.186840e-01	6.339637e-01	6.222862e-01	3.835176e+00
385	-2.832585e-01	-7.767139e-01	-7.665435e-01	9.059356e+00
386	-9.585220e-01	-1.314520e-01	-1.736314e-01	1.249033e+01
387	5.638485e-01	9.801286e-01	8.891615e-01	1.274493e+00
388	1.228124e-01	3.761437e-01	3.859746e-01	5.673819e+00
389	4.173305e-01	9.662926e-01	1.000576e+00	2.898976e+00
390	-8.565483e-01	-4.367934e-01	-4.392682e-01	1.259421e+01
391	-9.172073e-01	-2.585896e-01	-3.532862e-01	1.213188e+01
